0.057939f, 0.648587f, 0.012375f,
0.237668f, 0.672333f, 0.189262f,
0.147803f, 0.66046f, 0.100819f,
0.057939f, 0.648587f, 0.012375f,
0.290946f, 0.648587f, 0.229339f,
0.174443f, 0.648587f, 0.120857f,
0.057939f, 0.648587f, 0.012375f,
0.290946f, 0.648587f, 0.229339f,
0.332675f, 0.672333f, 0.251495f,
0.374403f, 0.696078f, 0.273652f,
0.237668f, 0.672333f, 0.189262f,
0.306035f, 0.684206f, 0.231457f,
0.374403f, 0.696078f, 0.273652f,
0.184389f, 0.696078f, 0.149186f,
0.279396f, 0.696078f, 0.211419f,
0.374403f, 0.696078f, 0.273652f,
0.374403f, 0.696078f, 0.273652f,
0.332675f, 0.672333f, 0.251495f,
0.290946f, 0.648587f, 0.229339f,
0.428044f, 0.672333f, 0.272955f,
0.359495f, 0.66046f, 0.251147f,
0.290946f, 0.648587f, 0.229339f,
0.481685f, 0.648587f, 0.272258f,
0.386315f, 0.648587f, 0.250798f,
0.290946f, 0.648587f, 0.229339f,
0.481685f, 0.648587f, 0.272258f,
0.513638f, 0.672333f, 0.272585f,
0.545591f, 0.696078f, 0.272912f,
0.374403f, 0.696078f, 0.273652f,
0.459997f, 0.696078f, 0.273282f,
0.545591f, 0.696078f, 0.272912f,
0.545591f, 0.696078f, 0.272912f,
0.513638f, 0.672333f, 0.272585f,
0.481685f, 0.648587f, 0.272258f,
0.652937f, 0.648587f, 0.234647f,
0.567311f, 0.648587f, 0.253452f,
0.481685f, 0.648587f, 0.272258f,
0.652937f, 0.648587f, 0.234647f,
0.680281f, 0.672333f, 0.226582f,
0.707624f, 0.696078f, 0.218518f,
0.545591f, 0.696078f, 0.272912f,
0.626608f, 0.696078f, 0.245715f,
0.707624f, 0.696078f, 0.218518f,
0.707624f, 0.696078f, 0.218518f,
0.680281f, 0.672333f, 0.226582f,
0.652937f, 0.648587f, 0.234647f,
0.759952f, 0.672333f, 0.186811f,
0.706445f, 0.66046f, 0.210729f,
0.652937f, 0.648587f, 0.234647f,
0.812281f, 0.648587f, 0.155103f,
0.732609f, 0.648587f, 0.194875f,
0.652937f, 0.648587f, 0.234647f,
0.812281f, 0.648587f, 0.155103f,
0.830017f, 0.672333f, 0.126965f,
0.847752f, 0.696078f, 0.098827f,
0.759952f, 0.672333f, 0.186811f,
0.803852f, 0.684206f, 0.142819f,
0.847752f, 0.696078f, 0.098827f,
0.707624f, 0.696078f, 0.218518f,
0.777688f, 0.696078f, 0.158673f,
0.847752f, 0.696078f, 0.098827f,
0.847752f, 0.696078f, 0.098827f,
0.830017f, 0.672333f, 0.126965f,
0.812281f, 0.648587f, 0.155103f,
0.952089f, 0.648587f, 0.017308f,
0.882185f, 0.648587f, 0.086206f,
0.812281f, 0.648587f, 0.155103f,
0.952089f, 0.648587f, 0.017308f,
0.927979f, 0.672333f, 0.010833f,
0.903868f, 0.696078f, 0.004358f,
0.847752f, 0.696078f, 0.098827f,
0.87581f, 0.696078f, 0.051593f,
0.903868f, 0.696078f, 0.004358f,
0.097161f, 0.74357f, 0.009908f,
0.087356f, 0.719824f, 0.010525f,
0.07755f, 0.696078f, 0.011142f,
0.184389f, 0.696078f, 0.149186f,
0.13097f, 0.696078f, 0.080164f,
0.07755f, 0.696078f, 0.011142f,
0.184389f, 0.696078f, 0.149186f,
0.229426f, 0.719824f, 0.192765f,
0.274462f, 0.74357f, 0.236344f,
0.097161f, 0.74357f, 0.009908f,
0.185812f, 0.74357f, 0.123126f,
0.274462f, 0.74357f, 0.236344f,
0.274462f, 0.74357f, 0.236344f,
0.229426f, 0.719824f, 0.192765f,
0.184389f, 0.696078f, 0.149186f,
0.324432f, 0.719824f, 0.254998f,
0.254411f, 0.707951f, 0.202092f,
0.184389f, 0.696078f, 0.149186f,
0.374403f, 0.696078f, 0.273652f,
0.279396f, 0.696078f, 0.211419f,
0.184389f, 0.696078f, 0.149186f,
0.374403f, 0.696078f, 0.273652f,
0.407755f, 0.719824f, 0.283857f,
0.441107f, 0.74357f, 0.294063f,
0.324432f, 0.719824f, 0.254998f,
0.38277f, 0.731697f, 0.27453f,
0.441107f, 0.74357f, 0.294063f,
0.274462f, 0.74357f, 0.236344f,
0.357784f, 0.74357f, 0.265203f,
0.441107f, 0.74357f, 0.294063f,
0.441107f, 0.74357f, 0.294063f,
0.407755f, 0.719824f, 0.283857f,
0.374403f, 0.696078f, 0.273652f,
0.493349f, 0.719824f, 0.283487f,
0.433876f, 0.707951f, 0.278569f,
0.374403f, 0.696078f, 0.273652f,
0.545591f, 0.696078f, 0.272912f,
0.459997f, 0.696078f, 0.273282f,
0.374403f, 0.696078f, 0.273652f,
0.545591f, 0.696078f, 0.272912f,
0.574526f, 0.719824f, 0.270981f,
0.60346f, 0.74357f, 0.269051f,
0.493349f, 0.719824f, 0.283487f,
0.548404f, 0.731697f, 0.276269f,
0.60346f, 0.74357f, 0.269051f,
0.441107f, 0.74357f, 0.294063f,
0.522283f, 0.74357f, 0.281557f,
0.60346f, 0.74357f, 0.269051f,
0.60346f, 0.74357f, 0.269051f,
0.574526f, 0.719824f, 0.270981f,
0.545591f, 0.696078f, 0.272912f,
0.655542f, 0.719824f, 0.243785f,
0.600567f, 0.707951f, 0.258348f,
0.545591f, 0.696078f, 0.272912f,
0.707624f, 0.696078f, 0.218518f,
0.626608f, 0.696078f, 0.245715f,
0.545591f, 0.696078f, 0.272912f,
0.707624f, 0.696078f, 0.218518f,
0.729244f, 0.719824f, 0.200569f,
0.750865f, 0.74357f, 0.182621f,
0.655542f, 0.719824f, 0.243785f,
0.703203f, 0.731697f, 0.213203f,
0.750865f, 0.74357f, 0.182621f,
0.60346f, 0.74357f, 0.269051f,
0.677162f, 0.74357f, 0.225836f,
0.750865f, 0.74357f, 0.182621f,
0.750865f, 0.74357f, 0.182621f,
0.729244f, 0.719824f, 0.200569f,
0.707624f, 0.696078f, 0.218518f,
0.847752f, 0.696078f, 0.098827f,
0.777688f, 0.696078f, 0.158673f,
0.707624f, 0.696078f, 0.218518f,
0.847752f, 0.696078f, 0.098827f,
0.8517f, 0.719824f, 0.045118f,
0.855647f, 0.74357f, -0.008591f,
0.750865f, 0.74357f, 0.182621f,
0.803256f, 0.74357f, 0.087015f,
0.855647f, 0.74357f, -0.008591f,
0.855647f, 0.74357f, -0.008591f,
0.8517f, 0.719824f, 0.045118f,
0.847752f, 0.696078f, 0.098827f,
0.879758f, 0.719824f, -0.002117f,
0.863755f, 0.707951f, 0.048355f,
0.847752f, 0.696078f, 0.098827f,
0.903868f, 0.696078f, 0.004358f,
0.87581f, 0.696078f, 0.051593f,
0.847752f, 0.696078f, 0.098827f,
